case_id,State abv.,Metro,Areaname,County,Family,Housing,Food,Transportation,Healthcare,Other Necessities ,Childcare,Taxes,Total,median_family_income,num_counties_in_st,st_cost_rank,st_med_aff_rank,st_income_rank
12,AL,0,"Choctaw County, AL",Choctaw County,2p2c,"$7,608","$8,965","$14,774","$16,992","$6,005","$11,577","$8,138","$74,059"," 48,013 ", 67 , 50 , 9 , 59 
13,AL,0,"Clarke County, AL",Clarke County,2p2c,"$7,608","$8,785","$13,964","$16,992","$5,940","$11,857","$7,939","$73,084"," 54,377 ", 67 , 60 , 32 , 42 
14,AL,0,"Clay County, AL",Clay County,2p2c,"$7,608","$9,414","$14,108","$16,992","$6,168","$12,009","$8,236","$74,536"," 51,317 ", 67 , 45 , 17 , 50 
15,AL,0,"Cleburne County, AL",Cleburne County,2p2c,"$7,608","$9,115","$14,355","$16,992","$6,059","$11,894","$8,165","$74,187"," 58,880 ", 67 , 48 , 48 , 27 
16,AL,0,"Coffee County, AL",Coffee County,2p2c,"$8,304","$10,314","$14,847","$16,992","$6,746","$12,641","$9,143","$78,986"," 69,363 ", 67 , 16 , 61 , 11 
17,AL,1,"Florence-Muscle Shoals, AL MSA",Colbert County,2p2c,"$9,270","$8,605","$13,817","$16,888","$6,477","$13,692","$8,864","$77,613"," 62,369 ", 67 , 19 , 51 , 18 
18,AL,0,"Conecuh County, AL",Conecuh County,2p2c,"$7,608","$8,875","$14,306","$16,992","$5,972","$11,857","$8,058","$73,668"," 49,227 ", 67 , 55 , 13 , 57 
19,AL,0,"Coosa County, AL",Coosa County,2p2c,"$8,268","$10,044","$14,329","$16,992","$6,635","$12,047","$8,753","$77,068"," 49,987 ", 67 , 23 , 10 , 55 
20,AL,0,"Covington County, AL",Covington County,2p2c,"$7,608","$8,935","$14,194","$16,992","$5,994","$11,935","$8,071","$73,729"," 55,480 ", 67 , 53 , 33 , 40 
21,AL,0,"Crenshaw County, AL",Crenshaw County,2p2c,"$7,608","$9,864","$14,224","$16,992","$6,331","$11,613","$8,321","$74,953"," 59,328 ", 67 , 40 , 46 , 23 
22,AL,0,"Cullman County, AL",Cullman County,2p2c,"$7,980","$9,504","$13,989","$16,992","$6,335","$11,872","$8,332","$75,004"," 58,005 ", 67 , 39 , 42 , 30 
23,AL,0,"Dale County, AL",Dale County,2p2c,"$7,608","$9,534","$14,308","$16,992","$6,211","$12,123","$8,359","$75,135"," 58,944 ", 67 , 38 , 45 , 26 
24,AL,0,"Dallas County, AL",Dallas County,2p2c,"$7,752","$9,474","$13,076","$16,992","$6,242","$11,580","$7,931","$73,047"," 46,549 ", 67 , 63 , 8 , 60 
25,AL,0,"DeKalb County, AL",DeKalb County,2p2c,"$7,608","$9,474","$14,045","$16,992","$6,190","$11,754","$8,175","$74,238"," 50,571 ", 67 , 46 , 15 , 52 
26,AL,1,"Montgomery, AL MSA",Elmore County,2p2c,"$10,917","$10,074","$14,943","$17,319","$7,606","$14,982","$10,653","$86,493"," 74,491 ", 67 , 6 , 60 , 6 
27,AL,0,"Escambia County, AL",Escambia County,2p2c,"$7,608","$8,965","$13,786","$16,992","$6,005","$11,764","$7,932","$73,051"," 50,278 ", 67 , 62 , 16 , 53 
28,AL,1,"Gadsden, AL MSA",Etowah County,2p2c,"$8,604","$9,085","$14,501","$16,601","$6,409","$12,901","$8,698","$76,798"," 58,944 ", 67 , 25 , 38 , 26 
29,AL,0,"Fayette County, AL",Fayette County,2p2c,"$7,608","$9,714","$14,226","$16,992","$6,277","$11,640","$8,276","$74,733"," 52,757 ", 67 , 42 , 20 , 46 
30,AL,0,"Franklin County, AL",Franklin County,2p2c,"$7,608","$8,725","$13,771","$16,992","$5,918","$11,830","$7,861","$72,705"," 52,598 ", 67 , 67 , 26 , 47 
31,AL,1,"Dothan, AL HUD Metro FMR Area",Geneva County,2p2c,"$7,243","$8,845","$14,056","$16,888","$5,829","$12,143","$7,902","$72,907"," 52,019 ", 67 , 65 , 23 , 48 
32,AL,0,"Greene County, AL",Greene County,2p2c,"$7,608","$10,014","$13,946","$16,237","$6,385","$11,593","$8,103","$73,886"," 38,506 ", 67 , 51 , 2 , 66 
33,AL,1,"Tuscaloosa, AL HUD Metro FMR Area",Hale County,2p2c,"$6,970","$9,924","$15,174","$16,134","$6,121","$11,739","$8,175","$74,237"," 55,992 ", 67 , 47 , 35 , 37 
34,AL,1,"Henry County, AL HUD Metro FMR Area",Henry County,2p2c,"$7,608","$9,684","$15,454","$16,888","$6,266","$12,749","$8,838","$77,488"," 62,312 ", 67 , 20 , 52 , 19 
35,AL,1,"Dothan, AL HUD Metro FMR Area",Houston County,2p2c,"$8,738","$9,714","$13,276","$16,888","$6,686","$13,209","$8,803","$77,314"," 62,393 ", 67 , 21 , 53 , 17 
36,AL,0,"Jackson County, AL",Jackson County,2p2c,"$8,340","$9,624","$13,965","$16,992","$6,509","$12,094","$8,551","$76,075"," 54,206 ", 67 , 30 , 22 , 44 
37,AL,1,"Birmingham-Hoover, AL HUD Metro FMR Area",Jefferson County,2p2c,"$11,991","$9,624","$13,593","$17,642","$7,832","$15,340","$10,698","$86,721"," 72,560 ", 67 , 5 , 57 , 8 
38,AL,0,"Lamar County, AL",Lamar County,2p2c,"$7,608","$9,474","$14,124","$16,992","$6,190","$11,628","$8,163","$74,178"," 54,139 ", 67 , 49 , 30 , 45 
39,AL,1,"Florence-Muscle Shoals, AL MSA",Lauderdale County,2p2c,"$8,818","$8,785","$13,846","$16,888","$6,378","$13,365","$8,693","$76,772"," 67,573 ", 67 , 28 , 62 , 12 
40,AL,1,"Decatur, AL MSA",Lawrence County,2p2c,"$7,351","$9,504","$15,310","$16,816","$6,108","$12,055","$8,453","$75,598"," 56,913 ", 67 , 35 , 34 , 33 
41,AL,1,"Auburn-Opelika, AL MSA",Lee County,2p2c,"$9,888","$10,674","$14,037","$18,074","$7,450","$14,018","$10,227","$84,367"," 74,678 ", 67 , 8 , 63 , 5 
42,AL,1,"Huntsville, AL MSA",Limestone County,2p2c,"$8,204","$9,534","$15,709","$18,289","$6,427","$13,106","$9,507","$80,778"," 77,252 ", 67 , 12 , 65 , 4 
43,AL,1,"Montgomery, AL MSA",Lowndes County,2p2c,"$7,172","$9,984","$15,162","$17,319","$6,216","$12,237","$8,695","$76,786"," 42,556 ", 67 , 27 , 3 , 65 
44,AL,0,"Macon County, AL",Macon County,2p2c,"$7,968","$9,774","$13,603","$16,992","$6,429","$12,165","$8,398","$75,329"," 50,030 ", 67 , 37 , 11 , 54 
45,AL,1,"Huntsville, AL MSA",Madison County,2p2c,"$10,175","$9,504","$14,711","$18,289","$7,131","$14,578","$10,289","$84,677"," 87,832 ", 67 , 7 , 66 , 2 
46,AL,0,"Marengo County, AL",Marengo County,2p2c,"$7,608","$8,935","$14,061","$16,992","$5,994","$12,094","$8,078","$73,762"," 60,636 ", 67 , 52 , 56 , 21 
47,AL,0,"Marion County, AL",Marion County,2p2c,"$7,608","$9,444","$14,041","$16,992","$6,179","$12,055","$8,241","$74,560"," 49,576 ", 67 , 43 , 12 , 56 
48,AL,0,"Marshall County, AL",Marshall County,2p2c,"$7,920","$8,905","$13,901","$16,992","$6,096","$11,808","$8,062","$73,684"," 58,335 ", 67 , 54 , 47 , 29 
49,AL,1,"Mobile, AL MSA",Mobile County,2p2c,"$9,888","$9,474","$13,996","$16,744","$7,016","$14,031","$9,476","$80,624"," 62,409 ", 67 , 13 , 43 , 16 
50,AL,0,"Monroe County, AL",Monroe County,2p2c,"$7,608","$8,965","$13,948","$16,992","$6,005","$11,604","$7,933","$73,055"," 50,684 ", 67 , 61 , 18 , 51 
51,AL,1,"Montgomery, AL MSA",Montgomery County,2p2c,"$10,819","$9,774","$13,844","$17,319","$7,462","$14,910","$10,224","$84,352"," 64,886 ", 67 , 9 , 40 , 14 
52,AL,1,"Decatur, AL MSA",Morgan County,2p2c,"$8,779","$9,294","$14,392","$16,816","$6,549","$13,041","$8,895","$77,767"," 65,753 ", 67 , 18 , 58 , 13 
53,AL,0,"Perry County, AL",Perry County,2p2c,"$7,608","$9,205","$13,971","$16,992","$6,092","$11,634","$8,031","$73,532"," 36,420 ", 67 , 57 , 1 , 67 
54,AL,1,"Pickens County, AL HUD Metro FMR Area",Pickens County,2p2c,"$7,608","$10,134","$14,224","$16,888","$6,429","$12,296","$8,564","$76,142"," 55,549 ", 67 , 29 , 29 , 39 
55,AL,0,"Pike County, AL",Pike County,2p2c,"$8,100","$10,224","$13,236","$16,992","$6,639","$12,030","$8,473","$75,694"," 58,535 ", 67 , 34 , 41 , 28 
56,AL,0,"Randolph County, AL",Randolph County,2p2c,"$7,608","$8,875","$14,090","$16,992","$5,972","$11,628","$7,944","$73,109"," 56,018 ", 67 , 59 , 37 , 36 
57,AL,1,"Columbus, GA-AL MSA",Russell County,2p2c,"$8,968","$9,414","$13,315","$18,074","$6,661","$13,765","$9,233","$79,430"," 55,667 ", 67 , 15 , 19 , 38 
58,AL,1,"Birmingham-Hoover, AL HUD Metro FMR Area",St. Clair County,2p2c,"$10,912","$10,344","$15,050","$17,642","$7,702","$14,588","$10,752","$86,990"," 70,827 ", 67 , 4 , 54 , 9 
59,AL,1,"Birmingham-Hoover, AL HUD Metro FMR Area",Shelby County,2p2c,"$13,950","$10,164","$14,660","$17,642","$8,737","$16,705","$12,150","$94,009"," 98,419 ", 67 , 1 , 67 , 1 
60,AL,0,"Sumter County, AL",Sumter County,2p2c,"$9,300","$8,875","$13,847","$16,992","$6,585","$12,573","$8,716","$76,887"," 45,117 ", 67 , 24 , 6 , 61 
61,AL,0,"Talladega County, AL",Talladega County,2p2c,"$8,100","$9,864","$13,628","$16,992","$6,509","$12,016","$8,444","$75,553"," 56,166 ", 67 , 36 , 31 , 35 
62,AL,0,"Tallapoosa County, AL",Tallapoosa County,2p2c,"$7,608","$9,474","$13,964","$16,992","$6,190","$12,087","$8,240","$74,556"," 57,905 ", 67 , 44 , 44 , 31 
63,AL,1,"Tuscaloosa, AL HUD Metro FMR Area",Tuscaloosa County,2p2c,"$10,219","$10,404","$14,166","$16,134","$7,472","$13,958","$9,779","$82,131"," 70,580 ", 67 , 10 , 59 , 10 
64,AL,1,"Walker County, AL HUD Metro FMR Area",Walker County,2p2c,"$8,688","$8,725","$13,853","$17,642","$6,309","$12,880","$8,698","$76,796"," 59,071 ", 67 , 26 , 39 , 24 
65,AL,0,"Washington County, AL",Washington County,2p2c,"$7,776","$9,594","$15,005","$16,992","$6,294","$11,819","$8,539","$76,019"," 54,297 ", 67 , 31 , 24 , 43 
66,AL,0,"Wilcox County, AL",Wilcox County,2p2c,"$7,608","$9,294","$13,837","$16,992","$6,124","$11,613","$8,022","$73,491"," 43,576 ", 67 , 58 , 7 , 63 
67,AL,0,"Winston County, AL",Winston County,2p2c,"$7,608","$8,665","$14,105","$16,992","$5,896","$11,819","$7,923","$73,008"," 49,170 ", 67 , 64 , 14 , 58 
68,AK,0,"Aleutians East Borough, AK",Aleutians East Borough,2p2c,"$13,380","$10,579","$8,231","$19,119","$8,681","$18,393","$7,575","$85,958"," 79,776 ", 29 , 24 , 16 , 19 
69,AK,0,"Aleutians West Census Area, AK",Aleutians West Census Area,2p2c,"$19,140","$15,722","$4,193","$19,119","$12,632","$22,347","$11,188","$104,340"," 98,062 ", 29 , 1 , 19 , 7 
70,AK,1,"Anchorage, AK HUD Metro FMR Area",Anchorage Municipality,2p2c,"$14,640","$9,092","$15,093","$18,023","$8,599","$23,882","$10,148","$99,476"," 104,803 ", 29 , 8 , 26 , 3 
71,AK,0,"Bethel Census Area, AK",Bethel Census Area,2p2c,"$19,368","$9,969","$12,006","$18,293","$10,630","$22,123","$10,978","$103,367"," 55,433 ", 29 , 2 , 2 , 26 
72,AK,0,"Bristol Bay Borough, AK",Bristol Bay Borough,2p2c,"$12,984","$9,335","$16,454","$19,119","$8,087","$18,513","$8,867","$93,361"," 100,849 ", 29 , 17 , 27 , 5 
73,AK,0,"Denali Borough, AK",Denali Borough,2p2c,"$17,436","$9,141","$14,642","$19,119","$9,630","$21,252","$10,659","$101,877"," 107,175 ", 29 , 6 , 25 , 2 
74,AK,0,"Dillingham Census Area, AK",Dillingham Census Area,2p2c,"$15,324","$9,994","$11,197","$18,293","$9,174","$19,832","$8,702","$92,516"," 57,301 ", 29 , 19 , 5 , 25 
75,AK,1,"Fairbanks, AK MSA",Fairbanks North Star Borough,2p2c,"$15,612","$8,970","$15,203","$18,238","$8,907","$24,686","$10,767","$102,384"," 92,407 ", 29 , 4 , 14 , 11 
76,AK,0,"Haines Borough, AK",Haines Borough,2p2c,"$11,868","$9,043","$15,620","$18,688","$7,577","$17,841","$8,044","$88,681"," 83,208 ", 29 , 22 , 18 , 17 
77,AK,0,"Hoonah-Angoon Census Area, AK",Hoonah-Angoon Census Area,2p2c,"$12,180","$8,580","$14,405","$18,688","$7,522","$17,747","$7,729","$86,851"," 69,311 ", 29 , 23 , 9 , 21 
78,AK,0,"Juneau City and Borough, AK",Juneau City and Borough,2p2c,"$16,956","$8,507","$15,244","$18,688","$9,226","$22,023","$10,503","$101,147"," 111,667 ", 29 , 7 , 28 , 1 
79,AK,0,"Kenai Peninsula Borough, AK",Kenai Peninsula Borough,2p2c,"$12,924","$10,579","$15,300","$18,509","$8,516","$18,686","$8,873","$93,386"," 90,894 ", 29 , 16 , 23 , 12 
80,AK,0,"Ketchikan Gateway Borough, AK",Ketchikan Gateway Borough,2p2c,"$16,236","$8,653","$14,998","$18,509","$9,018","$21,222","$9,962","$98,597"," 93,117 ", 29 , 9 , 20 , 10 
81,AK,0,"Kodiak Island Borough, AK",Kodiak Island Borough,2p2c,"$17,628","$9,384","$14,776","$19,119","$9,788","$21,409","$10,900","$103,003"," 100,100 ", 29 , 3 , 22 , 6 
82,AK,0,Kusilvak Census Area,Kusilvak Census Area,2p2c,"$10,356","$10,603","$11,580","$19,119","$7,594","$16,609","$7,048","$82,910"," 37,316 ", 29 , 27 , 1 , 29 
83,AK,0,"Lake and Peninsula Borough, AK",Lake and Peninsula Borough,2p2c,"$9,912","$9,335","$12,898","$19,119","$6,974","$16,922","$6,902","$82,062"," 49,141 ", 29 , 28 , 4 , 28 
84,AK,1,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",Matanuska-Susitna Borough,2p2c,"$12,240","$9,969","$16,639","$18,238","$8,047","$21,900","$9,535","$96,569"," 93,137 ", 29 , 12 , 21 , 9 
85,AK,0,"Nome Census Area, AK",Nome Census Area,2p2c,"$18,408","$10,603","$11,154","$19,119","$10,512","$21,646","$10,719","$102,161"," 61,157 ", 29 , 5 , 3 , 23 
86,AK,0,"North Slope Borough, AK",North Slope Borough,2p2c,"$17,028","$9,067","$12,430","$19,119","$9,455","$20,664","$9,729","$97,493"," 85,657 ", 29 , 10 , 12 , 14 
87,AK,0,"Northwest Arctic Borough, AK",Northwest Arctic Borough,2p2c,"$16,620","$9,604","$10,512","$19,119","$9,502","$20,703","$9,278","$95,337"," 60,250 ", 29 , 13 , 6 , 24 
88,AK,0,Petersburg Borough,Petersburg Borough,2p2c,"$13,584","$9,092","$15,657","$18,688","$8,216","$18,929","$8,782","$92,949"," 85,355 ", 29 , 18 , 15 , 16 
89,AK,0,"Prince of Wales-Hyder Census Area, AK",Prince of Wales-Hyder Census Area,2p2c,"$12,192","$8,580","$13,860","$18,509","$7,526","$17,655","$7,562","$85,884"," 66,448 ", 29 , 25 , 8 , 22 
90,AK,0,"Sitka City and Borough, AK",Sitka City and Borough,2p2c,"$14,148","$9,092","$15,525","$18,688","$8,421","$19,951","$9,216","$95,041"," 94,401 ", 29 , 14 , 24 , 8 
91,AK,0,"Skagway Municipality, AK",Skagway Municipality,2p2c,"$15,180","$9,019","$15,490","$18,688","$8,768","$19,892","$9,536","$96,573"," 85,446 ", 29 , 11 , 13 , 15 
92,AK,0,"Southeast Fairbanks Census Area, AK",Southeast Fairbanks Census Area,2p2c,"$14,520","$9,165","$13,360","$19,119","$8,582","$19,829","$8,889","$93,463"," 87,257 ", 29 , 15 , 17 , 13 
93,AK,0,"Valdez-Cordova Census Area, AK",Valdez-Cordova Census Area,2p2c,"$13,452","$9,335","$14,782","$18,293","$8,257","$18,695","$8,496","$91,310"," 101,761 ", 29 , 21 , 29 , 4 
94,AK,0,"Wrangell City and Borough, AK",Wrangell City and Borough,2p2c,"$10,920","$9,189","$14,162","$18,688","$7,286","$17,263","$7,393","$84,901"," 71,467 ", 29 , 26 , 10 , 20 
95,AK,0,"Yakutat City and Borough, AK",Yakutat City and Borough,2p2c,"$13,956","$9,604","$13,090","$19,119","$8,537","$19,020","$8,602","$91,927"," 80,221 ", 29 , 20 , 11 , 18 
96,AK,0,"Yukon-Koyukuk Census Area, AK",Yukon-Koyukuk Census Area,2p2c,"$9,456","$9,262","$12,387","$19,119","$6,782","$16,733","$6,604","$80,345"," 52,927 ", 29 , 29 , 7 , 27 
97,AZ,0,"Apache County, AZ",Apache County,2p2c,"$9,420","$9,654","$14,977","$20,233","$6,911","$12,114","$7,843","$81,152"," 42,366 ", 15 , 9 , 1 , 15 
98,AZ,1,"Sierra Vista-Douglas, AZ MSA",Cochise County,2p2c,"$10,488","$8,845","$14,791","$16,299","$7,005","$15,567","$7,766","$80,760"," 61,257 ", 15 , 10 , 9 , 7 
99,AZ,1,"Flagstaff, AZ MSA",Coconino County,2p2c,"$15,780","$9,864","$15,030","$19,460","$9,292","$18,361","$11,645","$99,432"," 77,820 ", 15 , 1 , 12 , 2 
100,AZ,0,"Gila County, AZ",Gila County,2p2c,"$11,508","$9,205","$14,827","$16,461","$7,505","$13,162","$7,686","$80,354"," 52,808 ", 15 , 11 , 6 , 10 
101,AZ,0,"Graham County, AZ",Graham County,2p2c,"$10,776","$8,875","$15,395","$16,569","$7,120","$13,170","$7,499","$79,404"," 61,065 ", 15 , 12 , 11 , 8 
102,AZ,0,"Greenlee County, AZ",Greenlee County,2p2c,"$9,048","$9,055","$14,062","$16,569","$6,559","$12,061","$6,381","$73,735"," 66,232 ", 15 , 14 , 15 , 6 
103,AZ,0,"La Paz County, AZ",La Paz County,2p2c,"$11,424","$9,175","$14,440","$20,484","$7,464","$13,186","$8,541","$84,714"," 45,611 ", 15 , 7 , 2 , 14 
104,AZ,1,"Phoenix-Mesa-Scottsdale, AZ MSA",Maricopa County,2p2c,"$15,065","$9,444","$14,233","$14,179","$8,881","$18,253","$9,487","$89,542"," 78,828 ", 15 , 4 , 14 , 1 
105,AZ,1,"Lake Havasu City-Kingman, AZ MSA",Mohave County,2p2c,"$10,860","$9,384","$14,005","$19,963","$7,335","$15,589","$8,776","$85,913"," 55,874 ", 15 , 5 , 5 , 9 
106,AZ,0,"Navajo County, AZ",Navajo County,2p2c,"$10,596","$8,875","$14,693","$20,233","$7,055","$12,734","$8,057","$82,243"," 50,257 ", 15 , 8 , 4 , 12 
107,AZ,1,"Tucson, AZ MSA",Pima County,2p2c,"$11,508","$9,294","$14,281","$11,916","$7,538","$16,177","$7,207","$77,921"," 68,517 ", 15 , 13 , 13 , 3 
108,AZ,1,"Phoenix-Mesa-Scottsdale, AZ MSA",Pinal County,2p2c,"$14,223","$8,875","$15,472","$15,760","$8,369","$17,721","$9,577","$89,997"," 68,272 ", 15 , 3 , 10 , 4 
109,AZ,0,"Santa Cruz County, AZ",Santa Cruz County,2p2c,"$9,456","$7,735","$14,235","$13,946","$6,229","$12,138","$5,487","$69,227"," 47,992 ", 15 , 15 , 7 , 13 
110,AZ,1,"Prescott, AZ MSA",Yavapai County,2p2c,"$12,612","$9,954","$15,113","$19,280","$8,177","$16,494","$9,874","$91,504"," 66,341 ", 15 , 2 , 8 , 5 
111,AZ,1,"Yuma, AZ MSA",Yuma County,2p2c,"$11,124","$8,155","$14,254","$20,214","$6,986","$15,970","$8,670","$85,374"," 51,688 ", 15 , 6 , 3 , 11 
112,AR,0,"Arkansas County, AR",Arkansas County,2p2c,"$8,292","$9,085","$13,845","$14,477","$6,296","$9,100","$5,937","$67,033"," 58,720 ", 75 , 27 , 61 , 18 
113,AR,0,"Ashley County, AR",Ashley County,2p2c,"$7,848","$8,845","$14,176","$14,477","$6,048","$8,934","$5,726","$66,054"," 57,424 ", 75 , 43 , 58 , 25 
114,AR,0,"Baxter County, AR",Baxter County,2p2c,"$8,652","$9,564","$13,829","$14,477","$6,600","$9,251","$6,288","$68,662"," 52,003 ", 75 , 20 , 22 , 49 
115,AR,1,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",Benton County,2p2c,"$10,074","$9,055","$14,564","$14,373","$6,931","$14,276","$8,182","$77,454"," 79,191 ", 75 , 2 , 74 , 2 
116,AR,0,"Boone County, AR",Boone County,2p2c,"$7,848","$8,005","$13,915","$14,477","$5,744","$9,043","$5,367","$64,400"," 54,432 ", 75 , 75 , 49 , 39 
117,AR,0,"Bradley County, AR",Bradley County,2p2c,"$7,848","$8,635","$14,121","$14,477","$5,972","$9,231","$5,713","$65,998"," 54,463 ", 75 , 45 , 43 , 38 
118,AR,0,"Calhoun County, AR",Calhoun County,2p2c,"$8,820","$8,485","$14,723","$14,477","$6,270","$9,420","$6,239","$68,435"," 61,136 ", 75 , 22 , 66 , 13 
119,AR,0,"Carroll County, AR",Carroll County,2p2c,"$7,956","$8,935","$14,372","$14,477","$6,120","$8,900","$5,844","$66,604"," 59,250 ", 75 , 31 , 63 , 17 
120,AR,0,"Chicot County, AR",Chicot County,2p2c,"$7,848","$8,725","$13,769","$14,477","$6,005","$9,223","$5,648","$65,694"," 43,640 ", 75 , 55 , 3 , 73 
121,AR,0,"Clark County, AR",Clark County,2p2c,"$7,896","$8,935","$13,833","$14,477","$6,098","$9,149","$5,742","$66,130"," 60,352 ", 75 , 42 , 69 , 14 
122,AR,0,"Clay County, AR",Clay County,2p2c,"$7,848","$7,945","$14,321","$14,477","$5,723","$9,202","$5,501","$65,017"," 52,047 ", 75 , 70 , 36 , 48 
123,AR,0,"Cleburne County, AR",Cleburne County,2p2c,"$8,436","$9,294","$14,480","$14,477","$6,424","$9,184","$6,266","$68,562"," 56,549 ", 75 , 21 , 42 , 30 
124,AR,1,"Pine Bluff, AR MSA",Cleveland County,2p2c,"$7,663","$8,845","$14,704","$14,373","$5,981","$11,916","$6,590","$70,073"," 57,406 ", 75 , 18 , 41 , 26 
125,AR,0,"Columbia County, AR",Columbia County,2p2c,"$7,848","$8,725","$13,921","$14,477","$6,005","$9,109","$5,658","$65,744"," 49,350 ", 75 , 52 , 20 , 59 
126,AR,0,"Conway County, AR",Conway County,2p2c,"$7,848","$8,365","$14,509","$14,477","$5,875","$9,156","$5,698","$65,929"," 56,525 ", 75 , 47 , 54 , 31 
127,AR,1,"Jonesboro, AR HUD Metro FMR Area",Craighead County,2p2c,"$9,732","$8,245","$13,560","$14,373","$6,514","$13,684","$7,310","$73,419"," 62,387 ", 75 , 10 , 52 , 10 
128,AR,1,"Fort Smith, AR-OK HUD Metro FMR Area",Crawford County,2p2c,"$8,817","$8,245","$14,308","$14,373","$6,182","$13,090","$7,008","$72,023"," 56,560 ", 75 , 12 , 28 , 29 
129,AR,1,"Memphis, TN-MS-AR HUD Metro FMR Area",Crittenden County,2p2c,"$8,542","$8,875","$14,140","$14,373","$6,311","$12,736","$6,997","$71,974"," 52,440 ", 75 , 13 , 16 , 45 
130,AR,0,"Cross County, AR",Cross County,2p2c,"$8,556","$8,425","$13,818","$14,477","$6,153","$9,471","$5,883","$66,783"," 62,636 ", 75 , 28 , 70 , 9 
131,AR,0,"Dallas County, AR",Dallas County,2p2c,"$7,848","$8,665","$14,036","$14,477","$5,983","$9,120","$5,671","$65,800"," 53,088 ", 75 , 51 , 39 , 43 
132,AR,0,"Desha County, AR",Desha County,2p2c,"$7,848","$8,635","$13,714","$14,477","$5,972","$9,192","$5,590","$65,429"," 42,579 ", 75 , 64 , 2 , 74 
133,AR,0,"Drew County, AR",Drew County,2p2c,"$7,848","$8,845","$13,695","$14,477","$6,048","$8,992","$5,609","$65,515"," 65,247 ", 75 , 61 , 73 , 8 
134,AR,1,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Faulkner County,2p2c,"$9,953","$8,995","$14,361","$14,373","$6,865","$13,790","$7,924","$76,261"," 72,334 ", 75 , 5 , 72 , 3 
135,AR,0,"Franklin County, AR",Franklin County,2p2c,"$7,884","$8,455","$14,272","$14,477","$5,920","$8,946","$5,623","$65,578"," 53,398 ", 75 , 59 , 40 , 41 
136,AR,0,"Fulton County, AR",Fulton County,2p2c,"$7,848","$8,815","$14,283","$14,477","$6,038","$9,253","$5,832","$66,545"," 47,429 ", 75 , 34 , 12 , 63 
137,AR,1,"Hot Springs, AR MSA",Garland County,2p2c,"$9,588","$8,935","$14,317","$14,373","$6,711","$13,455","$7,661","$75,040"," 60,082 ", 75 , 6 , 38 , 15 
138,AR,1,"Grant County, AR HUD Metro FMR Area",Grant County,2p2c,"$8,964","$9,205","$15,459","$14,373","$6,583","$12,639","$7,617","$74,840"," 66,795 ", 75 , 7 , 65 , 6 
139,AR,0,"Greene County, AR",Greene County,2p2c,"$8,328","$8,065","$13,949","$14,477","$5,940","$9,539","$5,717","$66,015"," 58,221 ", 75 , 44 , 62 , 21 
140,AR,0,"Hempstead County, AR",Hempstead County,2p2c,"$8,184","$8,245","$13,845","$14,477","$5,953","$9,179","$5,603","$65,486"," 54,876 ", 75 , 63 , 47 , 36 
141,AR,0,"Hot Spring County, AR",Hot Spring County,2p2c,"$8,040","$8,755","$14,078","$14,477","$6,085","$9,296","$5,837","$66,568"," 55,576 ", 75 , 32 , 46 , 35 
142,AR,0,"Howard County, AR",Howard County,2p2c,"$7,848","$8,785","$13,899","$14,477","$6,027","$9,013","$5,648","$65,696"," 51,798 ", 75 , 54 , 29 , 51 
143,AR,0,"Independence County, AR",Independence County,2p2c,"$7,968","$8,395","$14,088","$14,477","$5,929","$8,905","$5,569","$65,331"," 55,983 ", 75 , 66 , 53 , 33 
144,AR,0,"Izard County, AR",Izard County,2p2c,"$7,848","$8,845","$14,319","$14,477","$6,048","$8,872","$5,748","$66,157"," 55,834 ", 75 , 41 , 48 , 34 
145,AR,0,"Jackson County, AR",Jackson County,2p2c,"$7,848","$8,395","$14,086","$14,477","$5,885","$8,943","$5,534","$65,169"," 45,415 ", 75 , 69 , 10 , 68 
146,AR,1,"Pine Bluff, AR MSA",Jefferson County,2p2c,"$9,001","$8,725","$13,099","$14,373","$6,423","$12,853","$6,861","$71,335"," 53,527 ", 75 , 14 , 19 , 40 
147,AR,0,"Johnson County, AR",Johnson County,2p2c,"$8,064","$8,485","$14,112","$14,477","$5,996","$9,089","$5,697","$65,920"," 47,223 ", 75 , 48 , 13 , 64 
148,AR,0,"Lafayette County, AR",Lafayette County,2p2c,"$7,848","$9,115","$14,079","$14,477","$6,146","$8,984","$5,814","$66,463"," 44,850 ", 75 , 38 , 6 , 70 
149,AR,0,"Lawrence County, AR",Lawrence County,2p2c,"$7,848","$8,335","$14,155","$14,477","$5,864","$9,122","$5,580","$65,381"," 52,273 ", 75 , 65 , 34 , 46 
150,AR,0,"Lee County, AR",Lee County,2p2c,"$7,848","$8,545","$13,762","$14,477","$5,940","$9,120","$5,550","$65,242"," 51,688 ", 75 , 67 , 31 , 52 
151,AR,1,"Pine Bluff, AR MSA",Lincoln County,2p2c,"$6,495","$8,515","$13,997","$14,373","$5,439","$11,098","$5,612","$65,529"," 59,296 ", 75 , 60 , 67 , 16 
